studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,max_area,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone
W44,NA,Philippart and Dijkema,Emmapolder,1987,NA,77,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,0,77,77,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,53.57611111,6.53472222,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not reanked in importance or by possible effect. Sampling times for the historical data also varied greatly and wer collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae(not significant), lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,"ground mapping, other",TRUE,W44_Emmapolder,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate
W44,NA,Philippart and Dijkema,Balgzand,1972,NA,12,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,12,1,12,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,52.904766,4.847816,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not ranked in importance or by possible effect. Sampling times for the historical data also varied greatly and were collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae(not significant), lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,"ground mapping, other",TRUE,W44_Balgzand,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate
W44,NA,Philippart and Dijkema,Balgzand,1987,NA,1,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,12,1,12,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,52.904766,4.847816,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not ranked in importance or by possible effect. Sampling times for the historical data also varied greatly and were collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae(not significant), lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,"ground mapping, other",TRUE,W44_Balgzand,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate
W45,NA,Meehan and West,St Georges Basin,1961,NA,377.9,ha,intertidal and subtidal,aerial photography,NA,mixed,1961,1998,37,4,377.9,292,377.9,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.6666667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_St Georges Basin,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,St Georges Basin,1970,NA,343.4,ha,intertidal and subtidal,aerial photography,NA,mixed,1961,1998,37,4,377.9,292,377.9,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.6666667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_St Georges Basin,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,St Georges Basin,1979,NA,351.7,ha,intertidal and subtidal,aerial photography,NA,mixed,1961,1998,37,4,377.9,292,377.9,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.6666667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_St Georges Basin,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,St Georges Basin,1998,NA,292,ha,intertidal and subtidal,aerial photography,NA,mixed,1961,1998,37,4,377.9,292,377.9,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.6666667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_St Georges Basin,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,Wagonga Inlet,1957,NA,83.5,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1999,42,3,83.5,75.1,84.8,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.1166667,posidonia australis,"posidonia australis, zostera spp., halophila spp., ruppia spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Wagonga Inlet,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,Wagonga Inlet,1982,NA,84.8,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1999,42,3,83.5,75.1,84.8,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.1166667,posidonia australis,"posidonia australis, zostera spp., halophila spp., ruppia spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Wagonga Inlet,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,Wagonga Inlet,1999,NA,75.1,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1999,42,3,83.5,75.1,84.8,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.1166667,posidonia australis,"posidonia australis, zostera spp., halophila spp., ruppia spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Wagonga Inlet,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,Bermagui River,1957,NA,42.9,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1998,41,3,42.9,28.1,42.9,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-36.43333333,150.6166667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Bermagui River,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,Bermagui River,1979,NA,28.8,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1998,41,3,42.9,28.1,42.9,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-36.43333333,150.6166667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Bermagui River,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W45,NA,Meehan and West,Bermagui River,1998,NA,28.1,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1998,41,3,42.9,28.1,42.9,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-36.43333333,150.6166667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Bermagui River,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Merimbula Lake,1948,NA,200.9,ha,NA,aerial photography,NA,NA,1948,1994,46,5,200.9,153.7,226,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.899401,149.890266,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,"coastal development, oyster leases, natural variation",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; aquaculture,aerial photography,TRUE,W46a_Merimbula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Merimbula Lake,1962,NA,226,ha,NA,aerial photography,NA,NA,1948,1994,46,5,200.9,153.7,226,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.899401,149.890266,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,"coastal development, oyster leases, natural variation",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; aquaculture,aerial photography,TRUE,W46a_Merimbula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Merimbula Lake,1972,NA,192.8,ha,NA,aerial photography,NA,NA,1948,1994,46,5,200.9,153.7,226,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.899401,149.890266,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,"coastal development, oyster leases, natural variation",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; aquaculture,aerial photography,TRUE,W46a_Merimbula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Merimbula Lake,1977,NA,185.8,ha,NA,aerial photography,NA,NA,1948,1994,46,5,200.9,153.7,226,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.899401,149.890266,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,"coastal development, oyster leases, natural variation",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; aquaculture,aerial photography,TRUE,W46a_Merimbula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Merimbula Lake,1994,NA,153.7,ha,NA,aerial photography,NA,NA,1948,1994,46,5,200.9,153.7,226,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.899401,149.890266,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,"coastal development, oyster leases, natural variation",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; aquaculture,aerial photography,TRUE,W46a_Merimbula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Pambula Lake,1948,NA,73.2,ha,NA,aerial photography,NA,NA,1948,1994,46,3,73.2,60.2,73.2,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.970487,149.895904,posidonia australis,not specified,P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,sedimentation,none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,sedimentation,aerial photography,TRUE,W46a_Pambula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Pambula Lake,1972,NA,59.9,ha,NA,aerial photography,NA,NA,1948,1994,46,3,73.2,60.2,73.2,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.970487,149.895904,posidonia australis,not specified,P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,sedimentation,none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,sedimentation,aerial photography,TRUE,W46a_Pambula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W46a,W46a,"Meehan, AJ",Pambula Lake,1994,NA,60.2,ha,NA,aerial photography,NA,NA,1948,1994,46,3,73.2,60.2,73.2,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.970487,149.895904,posidonia australis,not specified,P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,sedimentation,none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,sedimentation,aerial photography,TRUE,W46a_Pambula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate
W47,NA,Bostrom et al,Sweden west coast,1980,NA,2000,ha,0.5-5m,aquascope,NA,NA,1980,2000,20,2,2000,840,2000,2003,NA,"The seagrasses of Scandinavia and the Baltic Sea, in World Atlas of Seagrasses",58.528623,11.198495,zostera marina,zostera marina,CO,O,CO,CO,O,Text does include a section on threats to seagrass but they were not looked as drivers for aerial change,none,none,NA,NA,none,NA,none,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,TRUE,W47_Sweden west coast,W47,no,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate
W47,NA,Bostrom et al,Sweden west coast,2000,NA,840,ha,0.5-5m,aquascope,NA,NA,1980,2000,20,2,2000,840,2000,2003,NA,"The seagrasses of Scandinavia and the Baltic Sea, in World Atlas of Seagrasses",58.528623,11.198495,zostera marina,zostera marina,CO,O,CO,CO,O,Text does include a section on threats to seagrass but they were not looked as drivers for aerial change,none,none,NA,NA,none,NA,none,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,TRUE,W47_Sweden west coast,W47,no,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate
W48,NA,Hily et al,Glenan Archipelago,1990,NA,250,ha,"subtidal and intertidal, 0-10m",aerial photography,NA,mixed,1990,2000,10,2,250,400,400,2003,NA,"The seagrass of Western Europe, in World Atlas of Seagrass",47.714867,-3.986817,"zostera marina, zostera noltei","zostera marina, zostera noltei",CO-CO,O-O,CO,CO,O,"many drivers are listed, both anthropogenic and natural. The drivers are not ranked so it is unclear which is the primary anthropogenic (negative) driver. I listed the climate conditions as the primarydriver because over all there was an increase in aerial coverage. Very descriptive, no real explanation of how they drew these inferences",none,descriptive,positive,NA,natural (positive climatic conditions),NA,"yes-anthropogenic (dredging, boat anchors, recreational clam fishing, calcareous sediment extraction)",NA,descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,climate,aerial photography,TRUE,W48_Glenan Archipelago,Glenan Archipelago,yes,France,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
W48,NA,Hily et al,Glenan Archipelago,2000,NA,400,ha,"subtidal and intertidal, 0-10m",aerial photography,NA,mixed,1990,2000,10,2,250,400,400,2003,NA,"The seagrass of Western Europe, in World Atlas of Seagrass",47.714867,-3.986817,"zostera marina, zostera noltei","zostera marina, zostera noltei",CO-CO,O-O,CO,CO,O,"many drivers are listed, both anthropogenic and natural. The drivers are not ranked so it is unclear which is the primary anthropogenic (negative) driver. I listed the climate conditions as the primarydriver because over all there was an increase in aerial coverage. Very descriptive, no real explanation of how they drew these inferences",none,descriptive,positive,NA,natural (positive climatic conditions),NA,"yes-anthropogenic (dredging, boat anchors, recreational clam fishing, calcareous sediment extraction)",NA,descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,climate,aerial photography,TRUE,W48_Glenan Archipelago,Glenan Archipelago,yes,France,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
W49,NA,Procaccini et al,Medes Islands,1984,NA,9,ha,5-20m,NA,NA,NA,1984,2001,17,3,9,9,9,2003,NA,"The seagrasses of the western Mediterranean, in World Atlas of Seagrasses",42.044987,3.221442,posidonia oceanica,psoidonia oceanica,P,P,P,P,P,event: establishment of marine reserve 1990 and anchoring not allowed,none,"descriptive, before after comparison",negative,NA,boat mooring,NA,good light conditions/meteorological conditions,NA,very loose description,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,boating (mooring),NA,TRUE,W49_Medes Islands,W49,no,Spain,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
W49,NA,Procaccini et al,Medes Islands,1994,NA,9,ha,5-20m,NA,NA,NA,1984,2001,17,3,9,9,9,2003,NA,"The seagrasses of the western Mediterranean, in World Atlas of Seagrasses",42.044987,3.221442,posidonia oceanica,psoidonia oceanica,P,P,P,P,P,event: establishment of marine reserve 1990 and anchoring not allowed,none,"descriptive, before after comparison",negative,NA,boat mooring,NA,good light conditions/meteorological conditions,NA,very loose description,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,boating (mooring),NA,TRUE,W49_Medes Islands,W49,no,Spain,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
W49,NA,Procaccini et al,Medes Islands,2001,NA,9,ha,5-20m,NA,NA,NA,1984,2001,17,3,9,9,9,2003,NA,"The seagrasses of the western Mediterranean, in World Atlas of Seagrasses",42.044987,3.221442,posidonia oceanica,psoidonia oceanica,P,P,P,P,P,event: establishment of marine reserve 1990 and anchoring not allowed,none,"descriptive, before after comparison",negative,NA,boat mooring,NA,good light conditions/meteorological conditions,NA,very loose description,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,boating (mooring),NA,TRUE,W49_Medes Islands,W49,no,Spain,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
W50,NA,Coles et al,Green Island,1936,NA,0.39,ha,"intertidal and subtidal, 0-15m",aerial photography,NA,mixed,1936,1997,61,7,0.39,23,23,2003,NA,"The seagrass of Eastern Australia, in Wolrd Atlas of Seagrasses",-16.758114,145.97152,halodule uninervis,"halodule uninervis, cymodocea rotundata, cymodocea serrulata, syrigodium isoetifolium, halophila ovalis, thalassia hemprichii",CO,O,CO,CO,O,"very weak attributions, just descriptive assumptions",none,descriptive,positive,NA,nutrients (tourism and sewage outfall),NA,Yes-nutrient dumping from hotel sewage systems,yes,Unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients,aerial photography,TRUE,W50_Green Island,Green Island,yes,Australia,Central and Southern Great Barrier Reef,33,Northeast Australian Shelf,Central Indo-Pacific,143,Tropical
W50,NA,Coles et al,Green Island,1959,NA,1.1,ha,"intertidal and subtidal, 0-15m",aerial photography,NA,mixed,1936,1997,61,7,0.39,23,23,2003,NA,"The seagrass of Eastern Australia, in Wolrd Atlas of Seagrasses",-16.758114,145.97152,halodule uninervis,"halodule uninervis, cymodocea rotundata, cymodocea serrulata, syrigodium isoetifolium, halophila ovalis, thalassia hemprichii",CO,O,CO,CO,O,"very weak attributions, just descriptive assumptions",none,descriptive,positive,NA,nutrients (tourism and sewage outfall),NA,Yes-nutrient dumping from hotel sewage systems,yes,Unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients,aerial photography,TRUE,W50_Green Island,Green Island,yes,Australia,Central and Southern Great Barrier Reef,33,Northeast Australian Shelf,Central Indo-Pacific,143,Tropical
W50,NA,Coles et al,Green Island,1972,NA,6.5,ha,"intertidal and subtidal, 0-15m",aerial photography,NA,mixed,1936,1997,61,7,0.39,23,23,2003,NA,"The seagrass of Eastern Australia, in Wolrd Atlas of Seagrasses",-16.758114,145.97152,halodule uninervis,"halodule uninervis, cymodocea rotundata, cymodocea serrulata, syrigodium isoetifolium, halophila ovalis, thalassia hemprichii",CO,O,CO,CO,O,"very weak attributions, just descriptive assumptions",none,descriptive,positive,NA,nutrients (tourism and sewage outfall),NA,Yes-nutrient dumping from hotel sewage systems,yes,Unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients,aerial photography,TRUE,W50_Green Island,Green Island,yes,Australia,Central and Southern Great Barrier Reef,33,Northeast Australian Shelf,Central Indo-Pacific,143,Tropical
W50,NA,Coles et al,Green Island,1992,NA,15.31,ha,"intertidal and subtidal, 0-15m",aerial photography,NA,mixed,1936,1997,61,7,0.39,23,23,2003,NA,"The seagrass of Eastern Australia, in Wolrd Atlas of Seagrasses",-16.758114,145.97152,halodule uninervis,"halodule uninervis, cymodocea rotundata, cymodocea serrulata, syrigodium isoetifolium, halophila ovalis, thalassia hemprichii",CO,O,CO,CO,O,"very weak attributions, just descriptive assumptions",none,descriptive,positive,NA,nutrients (tourism and sewage outfall),NA,Yes-nutrient dumping from hotel sewage systems,yes,Unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients,aerial photography,TRUE,W50_Green Island,Green Island,yes,Australia,Central and Southern Great Barrier Reef,33,Northeast Australian Shelf,Central Indo-Pacific,143,Tropical
W50,NA,Coles et al,Green Island,1993,NA,22.7,ha,"intertidal and subtidal, 0-15m",aerial photography,NA,mixed,1936,1997,61,7,0.39,23,23,2003,NA,"The seagrass of Eastern Australia, in Wolrd Atlas of Seagrasses",-16.758114,145.97152,halodule uninervis,"halodule uninervis, cymodocea rotundata, cymodocea serrulata, syrigodium isoetifolium, halophila ovalis, thalassia hemprichii",CO,O,CO,CO,O,"very weak attributions, just descriptive assumptions",none,descriptive,positive,NA,nutrients (tourism and sewage outfall),NA,Yes-nutrient dumping from hotel sewage systems,yes,Unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients,aerial photography,TRUE,W50_Green Island,Green Island,yes,Australia,Central and Southern Great Barrier Reef,33,Northeast Australian Shelf,Central Indo-Pacific,143,Tropical
W50,NA,Coles et al,Green Island,1994,NA,22.9,ha,"intertidal and subtidal, 0-15m",aerial photography,NA,mixed,1936,1997,61,7,0.39,23,23,2003,NA,"The seagrass of Eastern Australia, in Wolrd Atlas of Seagrasses",-16.758114,145.97152,halodule uninervis,"halodule uninervis, cymodocea rotundata, cymodocea serrulata, syrigodium isoetifolium, halophila ovalis, thalassia hemprichii",CO,O,CO,CO,O,"very weak attributions, just descriptive assumptions",none,descriptive,positive,NA,nutrients (tourism and sewage outfall),NA,Yes-nutrient dumping from hotel sewage systems,yes,Unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients,aerial photography,TRUE,W50_Green Island,Green Island,yes,Australia,Central and Southern Great Barrier Reef,33,Northeast Australian Shelf,Central Indo-Pacific,143,Tropical
W50,NA,Coles et al,Green Island,1997,NA,23,ha,"intertidal and subtidal, 0-15m",aerial photography,NA,mixed,1936,1997,61,7,0.39,23,23,2003,NA,"The seagrass of Eastern Australia, in Wolrd Atlas of Seagrasses",-16.758114,145.97152,halodule uninervis,"halodule uninervis, cymodocea rotundata, cymodocea serrulata, syrigodium isoetifolium, halophila ovalis, thalassia hemprichii",CO,O,CO,CO,O,"very weak attributions, just descriptive assumptions",none,descriptive,positive,NA,nutrients (tourism and sewage outfall),NA,Yes-nutrient dumping from hotel sewage systems,yes,Unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients,aerial photography,TRUE,W50_Green Island,Green Island,yes,Australia,Central and Southern Great Barrier Reef,33,Northeast Australian Shelf,Central Indo-Pacific,143,Tropical
W51,NA,Inglis,Tauranga Harbour,1959,NA,4439.39,ha,NA,NA,NA,NA,1959,1996,37,2,4439.39,2930,4439.39,2003,NA,"The seagrasses of New Zealand, in World Atlas of Seagrasses",-37.610138,176.033667,zostera capricorni,zostera capricorni,CO,O,CO,CO,O,"There is a section onpresent threats but it is not specific to this site and they are also not ranked or discused interms of this specifc areal loss. Threats include sedimentation, turbidity, nutrient run off , and recreational activities",none,none,NA,NA,NA,NA,none,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,W51_Tauranga Harbour,Tauranga Harbour,yes,New Zealand,Northeastern New Zealand,53,Northern New Zealand,Temperate Australasia,196,Temperate
