study_site,decade,year_first,year_last,log_area1_ci_2.5,log_area1_ci_50,log_area1_ci_97.5,log_area2_ci_2.5,log_area2_ci_50,log_area2_ci_97.5,trend_ci_2.5,trend_ci_50,trend_ci_97.5,area_change_ci_2.5,area_change_ci_50,area_change_ci_97.5,est_area1,est_area2,site_groupings,studyid,site,year,area,log_area,max_area,max_plus_0.1,apriori_cat,depth_cat,lh,lat_zone2,duration,lat,lon,dom_species,bioregion,site_duplication,decade_time_points,measurement_cat,tidied_drivers,att_method,bioregion_colours
X307_Pointe.de.Berre,1990,1990,1999.99,-0.18444043584002306,0.9885292909076726,2.1228552567275636,-0.7968345837047212,0.05187297395155466,0.8891376738904013,-18.671108468635676,-8.800452847442603,2.750504816547352,-7.1924211440889545,-1.5979134011293503,0.31985464095604504,2.687279358465073,1.053241944853339,307,307,Pointe de Berre,1944,84.17,4.433444296327503,84.17,84.221,none,subtidal,O,Temperate,60,43.45027778,5.149166667,zostera noltei,Mediterranean,no,1,aerial photography,hydrology; light; nutrients; turbidity; coastal development (power plant),"visual, descriptive",#66A61E
X307_Pointe.de.Berre,2000,2000,2004.99,-0.7983618975324678,0.05128046664494246,0.8898966401038686,-1.3271129102027397,-0.2012849972731232,0.9459995090487872,-14.180610273507067,-5.053180179955541,5.8070978518246426,-0.6976218116965688,-0.2162730216031315,0.45647264168506774,1.0526180761470179,0.8176793619548907,307,307,Pointe de Berre,1944,84.17,4.433444296327503,84.17,84.221,none,subtidal,O,Temperate,60,43.45027778,5.149166667,zostera noltei,Mediterranean,no,1,aerial photography,hydrology; light; nutrients; turbidity; coastal development (power plant),"visual, descriptive",#66A61E
X307_Pointe.de.l.Arc,1990,1992,1999.99,0.30672176999300077,1.5460604410687315,2.8032431727540863,-2.872846924751396,-1.8729860433947692,-0.9743577045713072,-45.48860732099574,-34.96634413823709,-21.159141065446445,-16.449888670109363,-4.5180509268565086,-1.225200698289956,4.692945581491037,0.1536641283077387,307,307,Pointe de l'Arc,1992,6.32,1.8453002361560848,6.32,6.33,none,subtidal,O,Temperate,12,43.50722222,5.113055556,zostera noltei,Mediterranean,no,2,aerial photography,hydrology; light; nutrients; turbidity; coastal development (power plant),"visual, descriptive",#66A61E
X307_Pointe.de.l.Arc,2000,2000,2004.99,-2.872131980891905,-1.8743554541901934,-0.9749105782887858,-3.032844122193794,-1.703964663726912,-0.3185341823823277,-18.570883914969635,3.785936470027196,32.38974872663297,-0.15266128089571418,0.029878629864938114,0.4438693948533083,0.15345384300790657,0.18196067917668815,307,307,Pointe de l'Arc,1992,6.32,1.8453002361560848,6.32,6.33,none,subtidal,O,Temperate,12,43.50722222,5.113055556,zostera noltei,Mediterranean,no,2,aerial photography,hydrology; light; nutrients; turbidity; coastal development (power plant),"visual, descriptive",#66A61E
X312_Central.Sector,1980,1986,1989.99,3.5503330587900948,4.344854560375058,5.114631941246975,3.5319047509378536,4.326415704037912,5.090894904103053,-2.1518513548367237,-0.5575629972878526,0.9764530500937767,-8.687110369240512,-1.610493993169559,2.8643324966649857,77.08082605759738,75.67256702203397,312,312,Central Sector,1986,50.1,4.009331187895144,86.3,91.31,none,subtidal,O,Temperate,15,44.30027778,9.354166667,cymodocea nodosa,Mediterranean,no,1,ground mapping,hydrology; nutrients,descriptive,#66A61E
X312_Central.Sector,1990,1990,1999.99,3.531995768128538,4.3263782615320965,5.090848629814738,3.552923462423578,4.34706041847848,5.183903898568591,-1.8288956466440562,0.3155135822721977,2.2368256068645915,-14.801462933550509,2.06830061543981,22.81064403888564,75.66973370454674,77.25104309066556,312,312,Central Sector,1986,50.1,4.009331187895144,86.3,91.31,none,subtidal,O,Temperate,15,44.30027778,9.354166667,cymodocea nodosa,Mediterranean,no,1,ground mapping,hydrology; nutrients,descriptive,#66A61E
X312_Central.Sector,2000,2000,2001.99,3.5528660495496545,4.347121049825815,5.184011504099807,3.5487192123101647,4.366351969052104,5.205762125436034,-1.7924044600825595,0.8752441943503664,3.1926512472684823,-2.4728347276353597,1.1702786894962607,7.559773216465175,77.25572706748765,78.75580340735381,312,312,Central Sector,1986,50.1,4.009331187895144,86.3,91.31,none,subtidal,O,Temperate,15,44.30027778,9.354166667,cymodocea nodosa,Mediterranean,no,1,ground mapping,hydrology; nutrients,descriptive,#66A61E
X312_Northern.Sector,1980,1986,1989.99,3.974018419183548,4.772642586035136,5.530950531014818,3.9728162717822673,4.748183090552493,5.5016859268046305,-2.1604671094227776,-0.5606513047530404,0.9603922512899604,-13.70204493114032,-2.437307294418801,4.571838280188776,118.2312657960862,115.37446901426021,312,312,Northern Sector,1986,86.4,4.545101659521972,201.1,208.87,none,subtidal,O,Temperate,15,44.31861111,9.308888889,cymodocea nodosa,Mediterranean,no,1,ground mapping,coastal development (construction); nutrients,descriptive,#66A61E
X312_Northern.Sector,1990,1990,1999.99,3.9729122802995973,4.748229890905947,5.501726948285504,4.017126518623799,4.766145316139836,5.539048860830635,-1.8246316323246106,0.3081809511159772,2.2041828630632776,-23.5828704124431,3.381895630620054,33.99262267487054,115.37986870654241,117.4655754940223,312,312,Northern Sector,1986,86.4,4.545101659521972,201.1,208.87,none,subtidal,O,Temperate,15,44.31861111,9.308888889,cymodocea nodosa,Mediterranean,no,1,ground mapping,coastal development (construction); nutrients,descriptive,#66A61E
X312_Northern.Sector,2000,2000,2001.99,4.01704322783038,4.766213963521604,5.539140746677191,4.022880467706209,4.783920168553664,5.564266033273222,-1.7685983392571196,0.8675091720433792,3.1557367506376894,-3.7855851306234336,1.8512493407714388,11.427907975129882,117.47363947501032,119.57217555076507,312,312,Northern Sector,1986,86.4,4.545101659521972,201.1,208.87,none,subtidal,O,Temperate,15,44.31861111,9.308888889,cymodocea nodosa,Mediterranean,no,1,ground mapping,coastal development (construction); nutrients,descriptive,#66A61E
X312_Southern.Sector,1980,1986,1989.99,4.050120592831533,4.779257743726005,5.563868505945328,4.042547346548357,4.755845941108477,5.52978129610452,-2.1600709058853123,-0.5622412425597134,0.969422851977978,-13.229946402197912,-2.460035715957673,4.722343169312995,119.01597689555258,116.26196234994985,312,312,Southern Sector,1986,93.5,4.633271616098966,120.5,129.85,none,subtidal,O,Temperate,15,44.28083333,9.387222222,cymodocea nodosa,Mediterranean,no,1,ground mapping,NA,none,#66A61E
X312_Southern.Sector,1990,1990,1999.99,4.042587078529984,4.755778983989521,5.529729855067745,4.0785772641716616,4.791284381307058,5.5697682999301135,-1.8253415719872603,0.31350569705264064,2.231033681884721,-21.920591231780737,3.5551337927964717,33.07062492750216,116.25417804451698,120.45598076152999,312,312,Southern Sector,1986,93.5,4.633271616098966,120.5,129.85,none,subtidal,O,Temperate,15,44.28083333,9.387222222,cymodocea nodosa,Mediterranean,no,1,ground mapping,NA,none,#66A61E
X312_Southern.Sector,2000,2000,2001.99,4.07855068877991,4.791268006697244,5.56981239513077,4.087841779033641,4.819397795714147,5.596029460154905,-1.7682258108615612,0.8652105475987937,3.1698138782377563,-3.7943452287049038,1.9480817226136011,11.076271379620747,120.45400835799398,123.89046094431896,312,312,Southern Sector,1986,93.5,4.633271616098966,120.5,129.85,none,subtidal,O,Temperate,15,44.28083333,9.387222222,cymodocea nodosa,Mediterranean,no,1,ground mapping,NA,none,#66A61E
X323_Central.Area,1950,1959,1959.99,6.843117628627235,7.806869906691434,8.727533180072589,6.826902674724019,7.757840684645803,8.670420649836192,-7.9853613011703555,-4.289438310469256,-0.16488614807477356,-402.8041818502957,-104.19350922221668,-2.4040996965368557,2457.426410453638,2339.8466795512077,323,323,Central Area,1959,3255.079007,8.105296610509097,3255.079007,3311.9638828499997,none,subtidal,P,Temperate,46,41.26722222,13.16916667,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Central.Area,1960,1960,1969.99,6.826834114471902,7.757465888885957,8.669971953195109,6.603955199906336,7.363536438092597,8.08233330708341,-7.3458957145609,-3.9118037493124924,0.29553976068640825,-2696.1482056028476,-763.3093568950295,37.53378987868094,2338.969879257801,1577.405106255086,323,323,Central Area,1959,3255.079007,8.105296610509097,3255.079007,3311.9638828499997,none,subtidal,P,Temperate,46,41.26722222,13.16916667,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Central.Area,1970,1970,1979.99,6.6038832533210625,7.363373153497962,8.081767552259612,6.33344846582753,7.0986755583918235,7.787906188719169,-5.512061443137175,-2.7068877985326587,0.3815334581692607,-1121.8677304603125,-367.40992129860655,56.209113812721675,1577.147561328868,1210.3629573855872,323,323,Central Area,1959,3255.079007,8.105296610509097,3255.079007,3311.9638828499997,none,subtidal,P,Temperate,46,41.26722222,13.16916667,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Central.Area,1980,1980,1989.99,6.3332050091235,7.098466425573216,7.787866224673821,6.212361493531693,6.946808706564925,7.677750588113075,-3.800324798173412,-1.5150461523175784,1.060085896947969,-567.067331812199,-162.73628106665723,123.17353811171846,1210.1098572354672,1039.8260375577954,323,323,Central Area,1959,3255.079007,8.105296610509097,3255.079007,3311.9638828499997,none,subtidal,P,Temperate,46,41.26722222,13.16916667,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Central.Area,1990,1990,1999.99,6.212432844426309,6.946738914302087,7.677549094255134,6.162085160453759,6.899419346364412,7.6656268471954725,-3.783658894952853,-0.38536973219831516,3.484532199734076,-459.02630741675614,-36.99863356484889,432.38155670154873,1039.7534682780936,991.6987149285346,323,323,Central Area,1959,3255.079007,8.105296610509097,3255.079007,3311.9638828499997,none,subtidal,P,Temperate,46,41.26722222,13.16916667,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Central.Area,2000,2000,2005.99,6.162354126828148,6.899439296205337,7.665733257098685,6.140727003526748,6.942135507708846,7.781834459812227,-2.7233148535457232,0.506634622676172,4.030667453951388,-140.349023202047,26.931150997612065,384.95778402992295,991.7184993574905,1034.9780603122442,323,323,Central Area,1959,3255.079007,8.105296610509097,3255.079007,3311.9638828499997,none,subtidal,P,Temperate,46,41.26722222,13.16916667,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Eastern.Area,1950,1959,1959.99,7.054737517086637,7.8556200954355395,8.706023314563065,7.027604359475769,7.8133788190294995,8.63967584991902,-7.865480947382144,-4.0670854531480725,0.049992752652670024,-433.8780446482726,-100.57938294868904,1.010828110623558,2580.1945845387304,2473.4737522520204,323,323,Eastern Area,1959,2359.813084,7.8127676957690575,2359.813084,2471.9626166999997,none,subtidal,P,Temperate,46,41.28611111,13.33861111,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Eastern.Area,1960,1960,1969.99,7.027321564723949,7.813034796095218,8.638966793139732,6.7807478523997196,7.46512022004878,8.152508532536212,-6.935198279914418,-3.5979176015640544,0.03080825128430789,-2617.3257129214676,-735.8389122334049,5.630836574610158,2472.6229669071295,1746.0654476781608,323,323,Eastern Area,1959,2359.813084,7.8127676957690575,2359.813084,2471.9626166999997,none,subtidal,P,Temperate,46,41.28611111,13.33861111,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Eastern.Area,1970,1970,1979.99,6.780606727197098,7.464936586412174,8.15257236200659,6.538635955111409,7.209737097269685,7.933496152217959,-4.778809749581545,-2.445087171486188,0.06364973953134938,-1017.3575241873829,-369.35937220517707,5.423746083867892,1745.7448407682589,1352.5366350537447,323,323,Eastern Area,1959,2359.813084,7.8127676957690575,2359.813084,2471.9626166999997,none,subtidal,P,Temperate,46,41.28611111,13.33861111,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Eastern.Area,1980,1980,1989.99,6.538511225037376,7.209548571165479,7.933302810710427,6.452250571923241,7.118312869085167,7.8478505566458265,-2.588732298728121,-1.0235110194068697,0.48800186136283896,-422.62136272908833,-126.95725428921565,65.92242190639331,1352.2816706256224,1234.3661384483514,323,323,Eastern Area,1959,2359.813084,7.8127676957690575,2359.813084,2471.9626166999997,none,subtidal,P,Temperate,46,41.28611111,13.33861111,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Eastern.Area,1990,1990,1999.99,6.452161350411336,7.11831711031736,7.847797301279555,6.501090745948727,7.150372106350391,7.874096321266643,-1.8281960208160282,0.31621253956283235,2.232408204656293,-263.55360764255016,38.399861937043966,360.6444809365396,1234.3713736928576,1274.5801463097391,323,323,Eastern Area,1959,2359.813084,7.8127676957690575,2359.813084,2471.9626166999997,none,subtidal,P,Temperate,46,41.28611111,13.33861111,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Eastern.Area,2000,2000,2005.99,6.50120912688705,7.150470076719585,7.873987865838619,6.499489668448189,7.202949687852891,7.948836564897756,-1.7313129250370118,0.9403357176155369,3.3145097366604417,-135.968569191906,66.47985925269256,367.818331058884,1274.7050235142738,1343.3874997481962,323,323,Eastern Area,1959,2359.813084,7.8127676957690575,2359.813084,2471.9626166999997,none,subtidal,P,Temperate,46,41.28611111,13.33861111,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,hydrology (erosion); turbidity; fishing (trawling),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Western.Area,1950,1959,1959.99,6.986638335582324,7.838988710318458,8.728179826213015,6.965015325053899,7.799164009123627,8.66784546588121,-7.8666458952223826,-4.05768182459248,0.06461982544915522,-405.7366395165897,-102.70092131335605,0.7740769250398992,2537.6372493940216,2438.5625092456057,323,323,Western Area,1959,1663.366337,7.489472959967616,1663.366337,1789.1089112999998,none,subtidal,P,Temperate,46,41.22361111,13.09222222,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,coastal development (harbour),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Western.Area,1960,1960,1969.99,6.96490784232103,7.798605276290656,8.667262673181913,6.736280888380802,7.43755919047873,8.15456031123069,-6.927753095233592,-3.598416735489296,0.030840584479299715,-2572.012209934411,-744.0759927055021,3.923719983694165,2437.200384873678,1698.599200185198,323,323,Western Area,1959,1663.366337,7.489472959967616,1663.366337,1789.1089112999998,none,subtidal,P,Temperate,46,41.22361111,13.09222222,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,coastal development (harbour),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Western.Area,1970,1970,1979.99,6.736135332140879,7.437225713680262,8.153995664303078,6.4903031381972935,7.186524735465921,7.90875329818611,-4.782600826222364,-2.4340071783006345,0.049389801416431844,-1088.6551789631662,-363.7825606761394,4.68022338482895,1698.0328511994123,1321.5026448812614,323,323,Western Area,1959,1663.366337,7.489472959967616,1663.366337,1789.1089112999998,none,subtidal,P,Temperate,46,41.22361111,13.09222222,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,coastal development (harbour),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Western.Area,1980,1980,1989.99,6.490121150506582,7.186379676174187,7.908693145740808,6.394602176276525,7.091308347730905,7.825609761757685,-2.5842373509584546,-1.0238047984303,0.4797155536012405,-421.4131009274913,-122.06383210008335,66.39820623620943,1321.3109625465584,1201.4787246924557,323,323,Western Area,1959,1663.366337,7.489472959967616,1663.366337,1789.1089112999998,none,subtidal,P,Temperate,46,41.22361111,13.09222222,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,coastal development (harbour),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Western.Area,1990,1990,1999.99,6.394694856497207,7.0912552025146125,7.825634409361569,6.412639047408033,7.132159268598326,7.841771670513318,-1.8343363796481518,0.3094013083498437,2.2202872902579047,-209.28084757392443,39.5283964007962,347.5391685748864,1201.4148735424674,1251.5765412352316,323,323,Western Area,1959,1663.366337,7.489472959967616,1663.366337,1789.1089112999998,none,subtidal,P,Temperate,46,41.22361111,13.09222222,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,coastal development (harbour),"descriptive, visual (comparison of depth limit)",#66A61E
X323_Western.Area,2000,2000,2005.99,6.412598928505012,7.132464588593498,7.841715924436438,6.3951485179277325,7.1830827578246295,7.900773008388234,-1.7206397724908231,0.93759937882818,3.3177494153476887,-103.95279957157982,68.77205511720376,372.53175253205853,1251.9587309208662,1316.9618814107891,323,323,Western Area,1959,1663.366337,7.489472959967616,1663.366337,1789.1089112999998,none,subtidal,P,Temperate,46,41.22361111,13.09222222,posidonia oceanica,Mediterranean,no,1,acoustics/sonar,coastal development (harbour),"descriptive, visual (comparison of depth limit)",#66A61E
X333_Urbina.Lagoon,1990,1990,1999.99,4.291405327285255,4.969355967128431,5.601708842627236,4.3010747114124355,5.0078396024501775,5.63037761980916,-1.8305680182016544,0.31934050088258115,2.2368044400107743,-29.13816911516457,4.208988921987398,40.5941684094057,143.93415918426822,149.58123189908275,Urbinu Lagoon,333,Urbina Lagoon,1990,137.6923077,4.998770311015102,163.0769231,173.61538464,none,mixed,O,Temperate,9,42.05,9.466666667,cymodocea nodosa,Mediterranean,yes,4,aerial photography,floods; salinity; turbidity,"inferential, visual",#66A61E
X357_Urbinu.Lagoon,1990,1990,1997.99,4.243581558947873,5.003701743052372,5.773965584906808,4.232695097375048,5.02359169951079,5.825277801988198,-1.8764540307392197,0.22782507543155361,2.103318730274984,-26.95037734180226,2.65621072651588,35.37470818409591,148.96356458448693,151.95610549614585,Urbinu Lagoon,357,Urbinu Lagoon,1990,128.6,4.934401988096667,205.3,215.69,none,subtidal,other,Temperate,7,42.05027778,9.480555556,none specified,Mediterranean,yes,3,aerial photography,hydrology; salinity; temperature,"visual, descriptive",#66A61E
W18_Vaccares.Lagoon,1980,1984,1989.99,NA,8.101677747454572,NA,NA,8.267744664965878,NA,NA,2.8111913413389145,NA,NA,596.151947755629,NA,3300,3896.151947755629,W18,W18,Vaccares Lagoon,1984,3000,8.101677747454572,4300,4600,none,unspecified,other,Temperate,10,43.543557,4.561854,none specified,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W18_Vaccares.Lagoon,1990,1990,1994.99,NA,8.300958048468141,NA,NA,8.433811582477187,NA,NA,2.698153857239416,NA,NA,572.2706941354668,NA,4027.729305864536,4600.000000000003,W18,W18,Vaccares Lagoon,1984,3000,8.101677747454572,4300,4600,none,unspecified,other,Temperate,10,43.543557,4.561854,none specified,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W24_Marseille,1900,1900,1909.99,NA,6.209193465720693,NA,NA,6.157325771213806,NA,NA,-0.5178506476355649,NA,NA,-25.136288798760688,NA,497.3000000000001,472.16371120123944,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1910,1910,1919.99,NA,6.1515626940463735,NA,NA,6.099694999539486,NA,NA,-0.5178506476355649,NA,NA,-23.72861726407291,NA,469.450421257305,445.7218039932321,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1920,1920,1929.99,NA,6.093931922372054,NA,NA,6.042064227865167,NA,NA,-0.5178506476355649,NA,NA,-22.399777539658942,NA,443.1604625350112,420.7606849953523,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1930,1930,1939.99,NA,6.036301150697734,NA,NA,5.984433456190847,NA,NA,-0.5178506476355649,NA,NA,-21.145354920697343,NA,418.34278266970256,397.1974277490052,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1940,1940,1949.99,NA,5.978670379023415,NA,NA,5.926802684516527,NA,NA,-0.5178506476355649,NA,NA,-19.961181932750094,NA,394.91493173988545,374.95374980713535,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1950,1950,1959.99,NA,5.921039607349096,NA,NA,5.869171912842208,NA,NA,-0.517850647635576,NA,NA,-18.84332448647376,NA,372.7990771487818,353.95575266230804,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1960,1960,1969.99,NA,5.863408835674776,NA,NA,5.811541141167888,NA,NA,-0.517850647635576,NA,NA,-17.788068807687864,NA,351.92174504691354,334.1336762392257,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1970,1970,1979.99,NA,5.805778064000457,NA,NA,5.7539103694935685,NA,NA,-0.517850647635576,NA,NA,-16.79190909938268,NA,332.2135762354302,315.4216671360475,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1980,1980,1989.99,NA,5.748147292326137,NA,NA,5.696279597819249,NA,NA,-0.517850647635576,NA,NA,-15.851535894670349,NA,313.6090957392288,297.75755984455844,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Marseille,1990,1990,1994.99,NA,5.690516520651817,NA,NA,5.6674642119820895,NA,NA,-0.46090467299624294,NA,NA,-6.746495284342245,NA,296.04649528434226,289.3,Marseille,W24,Marseille,1900,471,6.209193465720693,471,497.3,none,unspecified,P,Temperate,94,43.312438,5.345811,posidonia oceanica,Mediterranean,yes,1,NA,coastal development (sewage treatment center runoff),descriptive,#66A61E
W24_Mourillion,1960,1964,1969.99,NA,5.042133961155627,NA,NA,4.84542897626839,NA,NA,-3.2305553174417967,NA,NA,-27.64218201816732,NA,154.8,127.1578179818327,W24,W24,Mourillion,1964,147,5.042133961155627,147,154.8,none,unspecified,P,Temperate,15,43.105993,5.939813,posidonia oceanica,Mediterranean,no,1,NA,coastal development (land reclamation),descriptive,#66A61E
W24_Mourillion,1970,1970,1979.99,NA,4.806087979290942,NA,NA,4.4520190064939165,NA,NA,-3.4821614821330726,NA,NA,-36.4524268010083,NA,122.25242680100828,85.79999999999998,W24,W24,Mourillion,1964,147,5.042133961155627,147,154.8,none,unspecified,P,Temperate,15,43.105993,5.939813,posidonia oceanica,Mediterranean,no,1,NA,coastal development (land reclamation),descriptive,#66A61E
W3_Cala.Millo,1950,1956,1959.99,NA,5.604219933030011,NA,NA,5.557063216147864,NA,NA,-1.174915922647013,NA,NA,-12.509087836280969,NA,271.57,259.060912163719,W3,W3,Cala Millo,1956,259.4,5.604219933030011,259.4,271.57,none,unspecified,P,Temperate,45,39.605184,3.390835,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Cala.Millo,1960,1960,1969.99,NA,5.541344310520482,NA,NA,5.399874159874041,NA,NA,-1.4061378424843562,NA,NA,-33.64203985315751,NA,255.02059599903467,221.37855614587716,W3,W3,Cala Millo,1956,259.4,5.604219933030011,259.4,271.57,none,unspecified,P,Temperate,45,39.605184,3.390835,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Cala.Millo,1970,1970,1979.99,NA,5.384155254246658,NA,NA,5.242685103600218,NA,NA,-1.4061378424843451,NA,NA,-28.748552401403344,NA,217.92593432253773,189.17738192113438,W3,W3,Cala Millo,1956,259.4,5.604219933030011,259.4,271.57,none,unspecified,P,Temperate,45,39.605184,3.390835,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Cala.Millo,1980,1980,1989.99,NA,5.2269661979728355,NA,NA,5.085496047326394,NA,NA,-1.4061378424843562,NA,NA,-24.56685946463719,NA,186.2269698818006,161.66011041716342,W3,W3,Cala Millo,1956,259.4,5.604219933030011,259.4,271.57,none,unspecified,P,Temperate,45,39.605184,3.390835,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Cala.Millo,1990,1990,1999.99,NA,5.069777141699012,NA,NA,4.928306991052571,NA,NA,-1.4061378424843562,NA,NA,-20.993425182889155,NA,159.13885797561275,138.1454327927236,W3,W3,Cala Millo,1956,259.4,5.604219933030011,259.4,271.57,none,unspecified,P,Temperate,45,39.605184,3.390835,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Cala.Millo,2000,2000,2001.99,NA,4.912588085425189,NA,NA,4.896869179797807,NA,NA,-0.7867832843617917,NA,NA,-2.120915461150986,NA,135.99091546115102,133.87000000000003,W3,W3,Cala Millo,1956,259.4,5.604219933030011,259.4,271.57,none,unspecified,P,Temperate,45,39.605184,3.390835,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Calvia,1950,1956,1959.99,NA,5.8125471894475895,NA,NA,5.789036266293046,NA,NA,-0.5875135438245582,NA,NA,-7.771977284993227,NA,334.4699999999999,326.6980227150067,W3,W3,Calvia,1956,313.1,5.8125471894475895,313.1,334.47,none,unspecified,P,Temperate,45,39.516243,2.436884,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Calvia,1960,1960,1969.99,NA,5.781199291908197,NA,NA,5.710666522444565,NA,NA,-0.7035471656686498,NA,NA,-22.075365925713072,NA,324.147705119217,302.0723391935039,W3,W3,Calvia,1956,313.1,5.8125471894475895,313.1,334.47,none,unspecified,P,Temperate,45,39.516243,2.436884,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Calvia,1970,1970,1979.99,NA,5.702829548059716,NA,NA,5.632296778596084,NA,NA,-0.7035471656686498,NA,NA,-20.411379806696402,NA,299.71425818816346,279.30287838146705,W3,W3,Calvia,1956,313.1,5.8125471894475895,313.1,334.47,none,unspecified,P,Temperate,45,39.516243,2.436884,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
W3_Calvia,1980,1980,1989.99,NA,5.624459804211236,NA,NA,5.553927034747604,NA,NA,-0.7035471656686498,NA,NA,-18.872820818246794,NA,277.1225436510293,258.2497228327825,W3,W3,Calvia,1956,313.1,5.8125471894475895,313.1,334.47,none,unspecified,P,Temperate,45,39.516243,2.436884,posidonia oceanica,Mediterranean,no,1,aerial photography,NA,none,#66A61E
