studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion,bioregion_colours,max_max_area,most_recent,recent_max_area,net_change,net_change_sign,bioregion_levels,bioregion_striptext
W40,NA,NA,Lewis Bay,1995,NA,0.16,ha,NA,NA,NA,unspecified,1995,2001,6,2,0.16,0.48,2006,NA,The Massachusetts Department of Environmental Protection Eelgrass Map,41.645434,-70.269518,zostera marina,zostera marina,CO,O,CO,CO,O,No associated paper and website is no longer available. Many of these sites are foun din Costello & Kenworthy - studyid: 207,none,none,NA,NA,NA,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,W40_Lewis Bay,W40,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,0.31999999999999995,Temperate,O,W40W40,0.16,0.48,0.016,0.176,-1.7372712839439852,0.496,1990,1,2,Temperate North Atlantic West,#D95F02,NA,NA,NA,0.31999999999999995,gain,Temperate North Atlantic West,"Temperate North
Atlantic West"
W41,NA,NA,Coastal Bend,1958,NA,10584,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1958,1994,36,2,10584,11385,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",29.528599,-94.822735,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"events: 1988 - incorporation into National Estuary program; paper is more of a summary, not focused on attribution",none,none,NA,NA,NA,"no driver indicated/tested, mention potential future risks",none,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,aerial photography,TRUE,W41_Coastal Bend,W41,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,801,Temperate,other,W41W41,10584,11385,1058.4,11642.4,9.362408885599116,12443.4,1950,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,801,gain,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Galveston Bay,1956,NA,2025,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1956,1998,42,2,2025,210,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",27.77166667,-97.13944444,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"coastal development, nutrient loading, tropical storms","mention drivers of loss, no evidence used to support this",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; storms; nutrients,aerial photography,TRUE,W41_Galveston Bay,W41,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-1815,Temperate,other,W41W41,210,2025,21,2046,7.6236419465115715,2046,1950,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-1815,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Chandeleur Islands,1969,April,6377,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1969,1995,26,4,6377,4511,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",29.8348,-88.837477,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"events: 1905 - declared national wildlife refuge, 1969 Oct - hurricane; paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"hurricane, erosion",NA,none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,storms,aerial photography,TRUE,W41_Chandeleur Islands,Chandeleur Islands,yes,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-1866,Temperate,other,Chandeleur IslandsW41,4511,6536,451.1,6828.1,8.828801729384121,6987.1,1960,2,3,Tropical Atlantic,#E7298A,6987.1,1995,TRUE,-1866,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Mississippi Sound,1992,NA,600,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1992,2003,11,2,600,298,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",30.271056,-88.568222,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"water quality, boating","mention drivers of loss, no evidence used to support this",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,water quality; boating,aerial photography,TRUE,W41_Mississippi Sound,Mississippi Sound,yes,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-302,Temperate,other,Mississippi SoundW41,298,600,29.8,629.8,6.4454023086669245,629.8,1990,1,2,Tropical Atlantic,#E7298A,629.8,2003,TRUE,-302,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Mobile Bay,1981,NA,1105,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1981,2003,22,2,1105,200,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",30.45289,-87.975913,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,coastal development (turbidity),"mention drivers of loss, no evidence used to support this",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development (turbidity),aerial photography,TRUE,W41_Mobile Bay,W41,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-905,Temperate,other,W41W41,200,1105,20,1125,7.025538314638521,1125,1980,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-905,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Perdido Bay,1940,NA,475,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1940,2003,63,2,475,120,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",30.337489,-87.450038,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"coastal development, nutrients, marinas/docks, dredging","mention drivers of loss, no evidence used to support this",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"coastal development (dredging, overwater structures); nutrients",aerial photography,TRUE,W41_Perdido Bay,W41,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-355,Temperate,other,W41W41,120,475,12,487,6.18826412308259,487,1940,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-355,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Pensacola Bay,1968,NA,3800,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1968,1992,24,2,3800,1814,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",30.413979,-87.152208,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"sewage, industrial wastes, dredging/filling, beachfront alteration","mention drivers of loss, no evidence used to support this",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"coastal development (sewage, industry, dredging, shoreline modification)",aerial photography,TRUE,W41_Pensacola Bay,W41,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-1986,Temperate,other,W41W41,1814,3800,181.4,3981.4,8.289388795219834,3981.4,1960,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-1986,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Choctawhatchee Bay,1983,NA,1237,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1983,1992,9,2,1237,1722,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",30.43403,-86.346535,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"eutrophication, boat scarring from propeller","mention drivers of loss, no evidence used to support this",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients; boating (propeller),aerial photography,TRUE,W41_Choctawhatchee Bay,W41,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,485,Temperate,other,W41W41,1237,1722,123.7,1360.7,7.215754552196813,1845.7,1980,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,485,gain,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,St. Andrew Bay,1964,NA,4706,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1964,1992,28,2,4706,3979,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",30.141165,-85.691457,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"atmospheric nitrogen deposition, stormwater runoff, boating propeller scarring","possible driver of loss, but no evidence used to support it",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,nutrients; boating (propeller),aerial photography,TRUE,W41_St. Andrew Bay,W41,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-727,Temperate,other,W41W41,3979,4706,397.90000000000003,5103.9,8.537760232356202,5103.9,1960,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-727,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Big Bend,1984,NA,520000,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1984,1992,8,2,520000,250000,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",29.49515525,-83.45070484,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"hydrology, nutrients","possible driver of loss, but no evidence used to support it",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology; nutrients,aerial photography,TRUE,W41_Big Bend,Big Bend,yes,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-270000,Temperate,other,Big BendW41,250000,520000,25000,545000,13.208541073645382,545000,1980,1,2,Tropical Atlantic,#E7298A,545000,1992,TRUE,-270000,loss,Tropical Atlantic,Tropical Atlantic
W41,NA,NA,Florida Bay,1987,NA,142473,ha,"listed for each species, not where specific location where the data came from",aerial photography,NA,unspecified,1987,1994,7,2,142473,124787,2004,NA,"Seagrass Habitat in the Northern Gulf of Mexico: Degradation, Conservation and Restoration of a valuble Resource",24.95888889,-80.68,none specified,"halophila decipiens, halophila engelmannii, thalassia testudinum, halodule wrightii, syringdium filiforme, ruppia maritima",NA,NA,NA,unspecified,NA,"paper is more of a summary, not focused on attribution",none,descriptive,NA,NA,"turbidity, light","mention drivers of loss, no evidence used to support this",none,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,turbidity,aerial photography,TRUE,W41_Florida Bay,W41,no,United States - Atlantic,Floridian,12,Tropical Northwestern Atlantic,Tropical Atlantic,70,Tropical,-17686,Tropical,other,W41W41,124787,142473,12478.7,154951.7,11.950868734436769,154951.7,1980,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-17686,loss,Tropical Atlantic,Tropical Atlantic
W43,NA,Hastings et al,Rocky Bay,1941,"June, November, October, May",20.44,ha,NA,aerial photography,NA,unspecified,1941,1992,51,4,20.44,16.83,1995,Ocean and Coastal Management,"Seagrass loss associated with Boat Moorings at Rottnest Island, Western Australia",-32.02583333,115.7552778,none specified,"posidonia sinuosa, posidonia australis, amphibolis antarctica, amphibolis griffithii",NA,NA,NA,unspecified,NA,"differences in listed species could not be determined from the aerial photos, phots were taken at many different scales",decrease,"visual, descriptive",negative,NA,boat mooring/propeller scars,ARC-INFO,none,NA,NA,NA,decrease,FALSE,FALSE,TRUE,TRUE,FALSE,"boating (mooring, propeller)",aerial photography,TRUE,W43_Rocky Bay,W43,no,Australia,Leeuwin,57,Southwest Australian Shelf,Temperate Australasia,209,Temperate,-3.610000000000003,Temperate,other,W43W43,16.83,20.44,1.6829999999999998,22.123,3.0966177913278496,22.123,1940,1,4,Temperate Southern Oceans,#A6761D,NA,NA,NA,-3.610000000000003,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W43,NA,Hastings et al,Thomson Bay South,1966,"June, November, October, May",34.02,ha,NA,aerial photography,NA,unspecified,1966,1992,26,2,34.02,33.34,1995,Ocean and Coastal Management,"Seagrass loss associated with Boat Moorings at Rottnest Island, Western Australia",-31.998203,115.548063,none specified,"posidonia sinuosa, posidonia australis, amphibolis antarctica, amphibolis griffithii",NA,NA,NA,unspecified,NA,"differences in listed species could not be determined from the aerial photos, phots were taken at many different scales",decrease,"visual, descriptive",negative,NA,boat mooring/propeller scars,ARC-INFO,none,NA,NA,NA,decrease,FALSE,FALSE,TRUE,TRUE,FALSE,"boating (mooring, propeller)",aerial photography,TRUE,W43_Thomson Bay South,W43,no,Australia,Leeuwin,57,Southwest Australian Shelf,Temperate Australasia,209,Temperate,-0.6799999999999997,Temperate,other,W43W43,33.34,34.02,3.3340000000000005,37.354000000000006,3.6204400008914153,37.354000000000006,1960,1,2,Temperate Southern Oceans,#A6761D,NA,NA,NA,-0.6799999999999997,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W43,NA,Hastings et al,Thomson Bay North,1966,"June, November, October, May",10.12,ha,subtidal and intertidal,aerial photography,NA,mixed,1966,1992,26,2,10.12,9.7,1995,Ocean and Coastal Management,"Seagrass loss associated with Boat Moorings at Rottnest Island, Western Australia",-31.998203,115.548063,none specified,"posidonia sinuosa, posidonia australis, amphibolis antarctica, amphibolis griffithii",NA,NA,NA,unspecified,NA,"differences in listed species could not be determined from the aerial photos, phots were taken at many different scales",decrease,"visual, descriptive",negative,NA,boat mooring/propeller scars,ARC-INFO,none,NA,NA,NA,decrease,FALSE,FALSE,TRUE,TRUE,FALSE,"boating (mooring, propeller)",aerial photography,TRUE,W43_Thomson Bay North,W43,no,Australia,Leeuwin,57,Southwest Australian Shelf,Temperate Australasia,209,Temperate,-0.41999999999999993,Temperate,other,W43W43,9.7,10.12,0.97,11.09,2.4060438013622756,11.09,1960,1,2,Temperate Southern Oceans,#A6761D,NA,NA,NA,-0.41999999999999993,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W44,NA,Philippart and Dijkema,De Keeg-De Ans,1972,NA,15,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,15,23,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,53.312284,5.59761,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not reanked in importance or by possible effect. Sampling times for the historical data also varied greatly and wer collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae, lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,ground mapping,TRUE,W44_De Keeg-De Ans,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,8,Temperate,O,W44W44,15,23,1.5,16.5,2.803360380906535,24.5,1970,1,2,Temperate North Atlantic East,#7570B3,NA,NA,NA,8,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
W44,NA,Philippart and Dijkema,Hoorn,1972,NA,115,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,115,84,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,52.62994,5.065396,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not reanked in importance or by possible effect. Sampling times for the historical data also varied greatly and wer collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae(not significant), lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,ground mapping,TRUE,W44_Hoorn,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-31,Temperate,O,W44W44,84,115,8.4,123.4,4.8154311114712876,123.4,1970,1,2,Temperate North Atlantic East,#7570B3,NA,NA,NA,-31,loss,Temperate North Atlantic East,"Temperate North
Atlantic East"
W44,NA,Philippart and Dijkema,Linthorst Homanpolder,1972,NA,0,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,0,75,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,53.440139,6.451228,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not reanked in importance or by possible effect. Sampling times for the historical data also varied greatly and wer collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae(not significant), lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,ground mapping,TRUE,W44_Linthorst Homanpolder,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,75,Temperate,O,W44W44,75,75,7.5,7.5,2.0149030205422647,82.5,1970,1,2,Temperate North Atlantic East,#7570B3,NA,NA,NA,75,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
W44,NA,Philippart and Dijkema,Emmapolder,1972,NA,0,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,0,77,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,53.57611111,6.53472222,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not reanked in importance or by possible effect. Sampling times for the historical data also varied greatly and wer collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae(not significant), lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,ground mapping,TRUE,W44_Emmapolder,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,77,Temperate,O,W44W44,77,77,7.7,7.7,2.0412203288596382,84.7,1970,1,2,Temperate North Atlantic East,#7570B3,NA,NA,NA,77,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
W44,NA,Philippart and Dijkema,Balgzand,1972,NA,12,ha,intertidal,"surveys, photography, mapping(walking), literature, interviews of locals",NA,intertidal,1972,1987,15,2,12,1,1995,Aquatic Botany,Wax and Wane of Zostera notltii Hornem. In the Dutch Wadden Sea,52.904766,4.847816,zostera noltei,zostera noltei,CO,O,CO,CO,O,"This paper focuses on historical data about Z. noltii. Information is pulled from many different sources. With the prior knowledge they had, would this be considered a priori trajectory? The drivers are also not ranked in importance or by possible effect. Sampling times for the historical data also varied greatly and were collected using different methods",none,"inferential, visual comparison, descriptive",varied by driver and by site,NA,"Algae(not significant), lugworms, sediment",correlation between the % cover of Z. noltii and each driver,yes,NA,NA,NA,none,FALSE,TRUE,TRUE,TRUE,FALSE,algal bloom (macroalgae); sedimentation; lugworms,ground mapping,TRUE,W44_Balgzand,W44,no,Netherlands,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-11,Temperate,O,W44W44,1,12,0.1,12.1,2.4932054526026954,12.1,1970,1,2,Temperate North Atlantic East,#7570B3,NA,NA,NA,-11,loss,Temperate North Atlantic East,"Temperate North
Atlantic East"
W45,NA,Meehan and West,St Georges Basin,1961,NA,377.9,ha,intertidal and subtidal,aerial photography,NA,mixed,1961,1998,37,4,377.9,292,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.6666667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_St Georges Basin,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate,-85.89999999999998,Temperate,P,W45W45,292,377.9,29.200000000000003,407.09999999999997,6.0090588555089335,407.09999999999997,1960,1,4,Temperate Southern Oceans,#A6761D,NA,NA,NA,-85.89999999999998,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W45,NA,Meehan and West,Wagonga Inlet,1957,NA,83.5,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1999,42,3,83.5,75.1,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-35.11666667,150.1166667,posidonia australis,"posidonia australis, zostera spp., halophila spp., ruppia spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Wagonga Inlet,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate,-8.400000000000006,Temperate,P,W45W45,75.1,84.8,7.51,91.01,4.510969390589264,92.31,1950,1,3,Temperate Southern Oceans,#A6761D,NA,NA,NA,-8.400000000000006,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W45,NA,Meehan and West,Bermagui River,1957,NA,42.9,ha,intertidal and subtidal,aerial photography,NA,mixed,1957,1998,41,3,42.9,28.1,2002,NA,"Seagrasses in southern NSW Estuaries-their ecology, conservation, restoration and management",-36.43333333,150.6166667,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"For the drivers, the paper analyzes them as natural vs anthropogenic. There is a breif mention of urbanization but as a whole it is not looked at as a specific driver, simply natural or not",decrease,descriptive,Negative,NA,anthropogenic (urbanization),no statistical test of anthropogenic impact effects,natural (storms),none,descriptive,none,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W45_Bermagui River,W45,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate,-14.799999999999997,Temperate,P,W45W45,28.1,42.9,2.8100000000000005,45.71,3.822317092343653,45.71,1950,1,3,Temperate Southern Oceans,#A6761D,NA,NA,NA,-14.799999999999997,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W46a,W46a,"Meehan, AJ",Merimbula Lake,1948,NA,200.9,ha,NA,aerial photography,NA,unspecified,1948,1994,46,5,200.9,153.7,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.899401,149.890266,posidonia australis,"posidonia australis, zostera spp., halophila spp.",P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,"coastal development, oyster leases, natural variation",none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; aquaculture,aerial photography,TRUE,W46a_Merimbula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate,-47.20000000000002,Temperate,P,W46aW46a,153.7,226,15.37,216.27,5.376527627084597,241.37,1940,1,5,Temperate Southern Oceans,#A6761D,NA,NA,NA,-47.20000000000002,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W46a,W46a,"Meehan, AJ",Pambula Lake,1948,NA,73.2,ha,NA,aerial photography,NA,unspecified,1948,1994,46,3,73.2,60.2,2001,NA,Conservation status of the seagrass Posidonia australis Hook f. in south east Australia,-36.970487,149.895904,posidonia australis,not specified,P,P,P,P,P,"NA - could not find original paper, used PhD thesis instead",none,descriptive,negative,low,sedimentation,none,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,sedimentation,aerial photography,TRUE,W46a_Pambula Lake,W46a,no,Australia,Cape Howe,56,Southeast Australian Shelf,Temperate Australasia,204,Temperate,-13,Temperate,P,W46aW46a,59.9,73.2,5.99,79.19,4.371850028222321,79.19,1940,1,3,Temperate Southern Oceans,#A6761D,NA,NA,NA,-13,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W47,NA,Bostrom et al,Sweden west coast,1980,NA,2000,ha,0.5-5m,aquascope,NA,unspecified,1980,2000,20,2,2000,840,2003,NA,"The seagrasses of Scandinavia and the Baltic Sea, in World Atlas of Seagrasses",58.528623,11.198495,zostera marina,zostera marina,CO,O,CO,CO,O,Text does include a section on threats to seagrass but they were not looked as drivers for aerial change,none,none,NA,NA,none,NA,none,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,TRUE,W47_Sweden west coast,W47,no,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-1160,Temperate,O,W47W47,840,2000,84,2084,7.642044402873258,2084,1980,1,2,Temperate North Atlantic East,#7570B3,NA,NA,NA,-1160,loss,Temperate North Atlantic East,"Temperate North
Atlantic East"
